title,company,location,date,blurb,tags,link,id,provider,query,locale,wage,remoteness,state_zip,state,city,lower_wage,upper_wage,type,converted_yearly_lower,converted_yearly_upper,job_level
2025 Fall Associate- Economics and Data Analytics,"Berkeley Research Group, LLC","New York, NY 10019",2024-10-09,Associates can implement research skills and complex data analytics techniques on cases for a variety of healthcare clients. Review data sets and qualitative materials to understand the unique…,"Job types: Full-time
Remote: Hybrid work
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=2a90aa6e4f12d1fe,IndeedScraperUSAEng_2a90aa6e4f12d1fe,IndeedScraperUSAEng,Data,USA_ENGLISH,$75000 - $100000 yearly,TEMPORARILY_REMOTE, NY 10019,NY,New York,,,,,,Mid-Level
Data Analyst,Exertis | JAM,"Philadelphia, PA",2024-10-03,"Collaborate with other data professionals as required. 3+ years of experience in a data analysis role is typically necessary, with a focus on data cleaning, modeling, and interpretation.",Schedules: Monday to Friday,https://www.indeed.com/m/viewjob?jk=d65ae90130ae031b,IndeedScraperUSAEng_d65ae90130ae031b,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, PA,PA,Philadelphia,,,,,,Mid-Level
Data Entry/Administrative Assistant,Curran Cooney Penny Agency,"Roslyn Heights, NY 11577",2024-10-27,This role is crucial for maintaining the integrity of our data and supporting the various departments with their data needs. Proficient in data collection techniques and practices.,"Job types: Part-time, Full-time
Shifts: 8 hour shift, No nights, Day shift
Benefits: Health savings account, Health insurance, Dental insurance, 401(k), Tuition reimbursement, Paid time off, Vision insurance, 401(k) matching, Professional development assistance, Flexible schedule, Life insurance
Job types cc: Part-time, Full-time
Schedules: 8 hour shift, No weekends, No nights, Day shift, Monday to Friday, Weekends & holidays off",https://www.indeed.com/m/viewjob?jk=b6cc02083817173e,IndeedScraperUSAEng_b6cc02083817173e,IndeedScraperUSAEng,Data,USA_ENGLISH,$18 - $25 hourly,UNKNOWN, NY 11577,NY,Roslyn Heights,,,,,,Entry-Level
"Business Analyst, application via RippleMatch",RippleMatch Opportunities,"San Jose, CA",2024-11-20,Proven ability to organize and interpret large amounts of data. This role is with RippleMatch's partner companies. RippleMatch partners with hundreds of companies looking to hire top talent.,,https://www.indeed.com/m/viewjob?jk=3d8c11be1045c03d,IndeedScraperUSAEng_3d8c11be1045c03d,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, CA,CA,San Jose,,,,,,Mid-Level
"AI: Data Analytics Consulting, Director",NTT DATA,"Plano, TX 75086",2024-10-10,"10+ years hands-on experience working with large scale data solutions; covering strategy, data preparation, data quality, ETL, data viz. Collaborate with cross-functional teams, including data…","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=bc7c9036f508c0fd,IndeedScraperUSAEng_bc7c9036f508c0fd,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, TX 75086,TX,Plano,,,,,,Senior-Level
Senior Data Engineer,Capital One,"Plano, TX 75023",2024-10-19,At least 1 year of experience in big data technologies. 2+ years of data warehousing experience (Redshift or Snowflake). 2+ year experience working on real-time data and streaming applications.,"Job types: Full-time
Benefits: Health insurance
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=1f4b19308b9dfd29,IndeedScraperUSAEng_1f4b19308b9dfd29,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, TX 75023,TX,Plano,,,,,,Senior-Level
Data Specialist,Queens Public Library,"Jamaica, NY 11432",2024-11-05,"Contributes to teams working on authority control and data harvesting through APIs. Knowledge of website development (Drupal), and linked data. Performs metadata normalization, batch metadata and…","Job types: Temporary
Benefits: Health insurance, Dental insurance, Paid time off, Vision insurance
Job types cc: Temporary
Schedules: Weekends as needed, Monday to Friday",https://www.indeed.com/m/viewjob?jk=629937f1e637277c,IndeedScraperUSAEng_629937f1e637277c,IndeedScraperUSAEng,Data,USA_ENGLISH,$56000 - $75000 yearly,UNKNOWN, NY 11432,NY,Jamaica,,,,,,Mid-Level
Data Center Mechanical & Electrical Technician,CBRE,"Fort Worth, TX 76102",2024-11-19,"As a CBRE Data Center Technician, you will perform preventative maintenance and corrective repairs within a Data Center operation. This job is part of the Critical and Technical Services job function.","Job types: Full-time
Job types cc: Full-time
Schedules: Weekends as needed, Holidays",https://www.indeed.com/m/viewjob?jk=c55a44991d747964,IndeedScraperUSAEng_c55a44991d747964,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, TX 76102,TX,Fort Worth,,,,,,Entry-Level
Quality Assurance/Data Specialist,Elmcor Youth & Adult Activities,"Corona, NY 11368",2024-10-10,Collects and compiles statistical quality data. Train peers and clinical staff on required data collection tools. Analyzes data to identify areas for improvement in the quality system.,"Job types: Full-time
Shifts: Day shift
Job types cc: Full-time
Schedules: Day shift",https://www.indeed.com/m/viewjob?jk=00ddb41e50524c96,IndeedScraperUSAEng_00ddb41e50524c96,IndeedScraperUSAEng,Data,USA_ENGLISH,$67431 - $67431 yearly,UNKNOWN, NY 11368,NY,Corona,,,,,,Mid-Level
Business Analyst Associate,Azend Pharma,"South Plainfield, NJ 07080",2024-10-09,Strong analytical skills with the ability to interpret data and make informed decision. Study data and management procedures with an eye for improvement and change.,"Job types: Full-time
Shifts: 8 hour shift
Benefits: Paid training, Health insurance, Dental insurance, Paid time off, Vision insurance, 401(k) matching
Job types cc: Full-time
Schedules: 8 hour shift, Monday to Friday",https://www.indeed.com/m/viewjob?jk=99a03afb3b194144,IndeedScraperUSAEng_99a03afb3b194144,IndeedScraperUSAEng,Data,USA_ENGLISH,$25 - $30 hourly,UNKNOWN, NJ 07080,NJ,South Plainfield,,,,,,Mid-Level
"(USA) Staff, Data Scientist",Walmart,"Sunnyvale, CA 94086",2024-10-03,"We are building smart data systems that ingest, model, and analyze massive flow of data from online and offline user activity. Research, design, and implement data models and cutting edge algorithms…","Remote: Hybrid work
Benefits: Paid jury duty, Paid parental leave, Employee stock purchase plan, Disability insurance, Health insurance, Dental insurance, 401(k), Military leave, Paid time off, Family leave, Parental leave, Vision insurance, 401(k) matching, Life insurance, Paid sick time",https://www.indeed.com/m/viewjob?jk=49d99b1c94c1f466,IndeedScraperUSAEng_49d99b1c94c1f466,IndeedScraperUSAEng,Data,USA_ENGLISH,$143000 - $286000 yearly,TEMPORARILY_REMOTE, CA 94086,CA,Sunnyvale,,,,,,Entry-Level
Travel Data Management Assistant,GlobeTrotter Travel,"Yonkers, NY",2024-11-17,Proficiency in data management software and tools. Conduct data analysis to identify trends and insights. Assist in collecting and organizing travel data from various sources.,"Job types: Part-time
Remote: Remote
Job types cc: Part-time",https://www.indeed.com/m/viewjob?jk=fa3b88660f544b78,IndeedScraperUSAEng_fa3b88660f544b78,IndeedScraperUSAEng,Data,USA_ENGLISH,$80 - $90 hourly,FULLY_REMOTE, NY,NY,Yonkers,,,,,,Entry-Level
Cyber Data Security - Project Delivery Lead,Deloitte,"Raleigh, NC 27601",2024-10-09,"At Deloitte, we do not offer you just a job, but a career in the highly sought-after risk management field. We are one of the business leaders in the risk market. We work with a vision to make the…","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=c2003fb06daf21b3,IndeedScraperUSAEng_c2003fb06daf21b3,IndeedScraperUSAEng,Data,USA_ENGLISH,$97613 - $171250 yearly,UNKNOWN, NC 27601,NC,Raleigh,,,,,,Senior-Level
Software Development Senior Specialist,NTT DATA,"Irving, TX",2024-10-03,"NTT DATA strives to hire exceptional, innovative and passionate individuals who want to grow with us. Job description The Automation Infrastructure Services team is responsible for assisting in the…","Remote: Hybrid work
Benefits: Health savings account, AD&D insurance, Disability insurance, Health insurance, Dental insurance, Paid time off, Vision insurance, 401(k) matching",https://www.indeed.com/m/viewjob?jk=f6beba741b849dfb,IndeedScraperUSAEng_f6beba741b849dfb,IndeedScraperUSAEng,Data,USA_ENGLISH,$55 - $62 hourly,TEMPORARILY_REMOTE, TX,TX,Irving,,,,,,Senior-Level
Software Engineer - Data Engineering (ML Platform),X Corp.,"Palo Alto, CA",2024-10-25,"You are good at coding, data pipeline toolings and distributed systems. You will need to make sure the data product being offered is accurate, reliable and easy to deal with.","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=20f4bf49f77d8bac,IndeedScraperUSAEng_20f4bf49f77d8bac,IndeedScraperUSAEng,Data,USA_ENGLISH,$127000 - $297000 yearly,UNKNOWN, CA,CA,Palo Alto,,,,,,Mid-Level
"Analyst, Citywide Data, RPSG",New York City Department of Education,"Manhattan, NY",2024-10-03,Implement data validation and cleaning processes to maintain data quality standards. You will work closely with cross-functional teams and data partners to facilitate data-sharing processes while…,"Job types: Full-time
Benefits: Loan forgiveness
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=d15f4eb4c7d88c3c,IndeedScraperUSAEng_d15f4eb4c7d88c3c,IndeedScraperUSAEng,Data,USA_ENGLISH,$84981 - $90000 yearly,UNKNOWN, NY,NY,Manhattan,,,,,,Mid-Level
"DevOps Engineer, Data Platform","Grammarly, Inc.","San Francisco, CA",2024-10-16,"Has strong experience with Spark clusters, data lakes, and managing large-scale data pipelines in a cloud environment. Build and optimize CI/CD pipelines for deploying and managing Databricks clusters…","Remote: Hybrid work
Benefits: Paid parental leave, Paid holidays, Disability insurance, Health insurance, Dental insurance, Paid time off, Parental leave, Vision insurance, 401(k) matching, Life insurance",https://www.indeed.com/m/viewjob?jk=38f91b68746985ae,IndeedScraperUSAEng_38f91b68746985ae,IndeedScraperUSAEng,Data,USA_ENGLISH,$250000 - $284000 yearly,TEMPORARILY_REMOTE, CA,CA,San Francisco,,,,,,Mid-Level
Senior Data Analyst/Architect,Jade Global,"San Jose, CA 95110",2024-10-08,Present actionable insights and recommendations to senior leadership based on thorough data analysis. Extensive experience in working with large datasets and advanced data analysis tools and software.,"Job types: Full-time
Benefits: Health insurance
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=279127fb30ce2975,IndeedScraperUSAEng_279127fb30ce2975,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, CA 95110,CA,San Jose,,,,,,Senior-Level
Online Booking Data Entry Operator,Wanderlust Travel,"Allentown, PA",2024-11-16,Maintain data accuracy and integrity. Assist in generating reports and analyzing booking data. Proficiency in data entry and accuracy in inputting information. Thank you for your cooperation.,"Job types: Part-time
Remote: Remote
Job types cc: Part-time",https://www.indeed.com/m/viewjob?jk=f9e5aa901f133b6b,IndeedScraperUSAEng_f9e5aa901f133b6b,IndeedScraperUSAEng,Data,USA_ENGLISH,$80 - $90 hourly,FULLY_REMOTE, PA,PA,Allentown,,,,,,Entry-Level
IIS Data Specialist,Health Federation Of Philadelphia,"Philadelphia, PA 19107",2024-10-24,"The Data Specialist will also be responsible for making corrections to other IIS data, such as lot numbers, vaccine administration data and or other IIS data as required.","Job types: Full-time
Benefits: AD&D insurance, Disability insurance, Health insurance, Dental insurance, Flexible spending account, Paid time off, Employee assistance program, Vision insurance, 403(b)
Job types cc: Full-time
Schedules: Weekends as needed, Monday to Friday",https://www.indeed.com/m/viewjob?jk=13073dbd2b85bb07,IndeedScraperUSAEng_13073dbd2b85bb07,IndeedScraperUSAEng,Data,USA_ENGLISH,$50000 - $52000 yearly,UNKNOWN, PA 19107,PA,Philadelphia,,,,,,Mid-Level
Private Client Data Conversion Specialist,Marsh McLennan Agency,"Greensboro, NC 27404",2024-10-09,"Your responsibilities will include collaborating with MMA and data vendors to develop and implement data strategies, documenting and implementing custom programming for data conversion, supporting…","Job types: Full-time
Remote: Remote
Benefits: Health insurance, 401(k), Tuition reimbursement, Employee assistance program
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=754757e6895b3aa9,IndeedScraperUSAEng_754757e6895b3aa9,IndeedScraperUSAEng,Data,USA_ENGLISH,$67800 - $101700 yearly,FULLY_REMOTE, NC 27404,NC,Greensboro,,,,,,Mid-Level
Principal Statistical Programmer,Katalyst Healthcares & Life Sciences,"South Plainfield, NJ 07080",2024-10-20,Responsibilities: To ensure the efficiency and quality of biometry deliverables; ensure that all clinical datasets meet the standards required for regulatory submissions for all INDs and NDAs/MAAs.…,"Job types: Contract
Remote: Remote
Job types cc: Contract",https://www.indeed.com/m/viewjob?jk=e3f8016e30007191,IndeedScraperUSAEng_e3f8016e30007191,IndeedScraperUSAEng,Data,USA_ENGLISH,,FULLY_REMOTE, NJ 07080,NJ,South Plainfield,,,,,,Senior-Level
Oracle Data & Analytics Functional Consultant - Senior Associate,PRICE WATERHOUSE COOPERS,"Fort Worth, TX",2024-10-16,"Leading the business requirements, data requirements, data analysis, and testing for data strategy, data roadmap, and data solution implementation projects; Minimum Year(s) of Experience.","Remote: Remote
Benefits: Paid holidays, Health insurance, Dental insurance, 401(k), Vision insurance",https://www.indeed.com/m/viewjob?jk=62928773d1a3bab4,IndeedScraperUSAEng_62928773d1a3bab4,IndeedScraperUSAEng,Data,USA_ENGLISH,$84000 - $202000 yearly,FULLY_REMOTE, TX,TX,Fort Worth,,,,,,Senior-Level
Data Center Technician,Vertafore,"Dallas, TX",2024-10-03,"Familiarity with data center operations. Located in and around Vertafore’s data center in DFW area. The person will support physical hardware, network devices and cables, the storage hardware and…","Job types: Full-time
Remote: Hybrid work
Benefits: Commuter assistance, Health savings account, AD&D insurance, Disability insurance, Health insurance, Dental insurance, 401(k), Flexible spending account, Tuition reimbursement, Adoption assistance, Work from home, Parental leave, Employee assistance program, Vision insurance, 401(k) matching, Pet insurance
Job types cc: Full-time
Schedules: On call",https://www.indeed.com/m/viewjob?jk=2d3f94445dd99c3a,IndeedScraperUSAEng_2d3f94445dd99c3a,IndeedScraperUSAEng,Data,USA_ENGLISH,$50000 - $50000 yearly,TEMPORARILY_REMOTE, TX,TX,Dallas,,,,,,Entry-Level
Division Manager - Electrical Data Center Construction,"Owen Electric Company, Inc.",United States,2024-10-29,"· Strong knowledge of data center electrical systems, codes, standards, and best practices. · Minimum of 10 years of experience in electrical contracting, with specific experience managing data center…","Job types: Full-time
Benefits: Fuel card, Health insurance, Dental insurance, 401(k), Paid time off, Vision insurance, 401(k) matching, Life insurance
Job types cc: Full-time
Schedules: Monday to Friday",https://www.indeed.com/m/viewjob?jk=a6adc39c9c55cc29,IndeedScraperUSAEng_a6adc39c9c55cc29,IndeedScraperUSAEng,Data,USA_ENGLISH,$200000 - $250000 yearly,UNKNOWN,,,United States,,,,,,Senior-Level
Data & Reporting Analyst,Acture Solutions,"White Plains, NY 10606",2024-11-16,Compliance & Quality Control: Ensure compliance with data governance policies and conduct regular data audits to maintain data integrity. Training & Support: Provide training and support to staff on…,"Job types: Full-time
Benefits: Health insurance, Dental insurance, 401(k), Paid time off, Vision insurance
Job types cc: Full-time
Schedules: Monday to Friday",https://www.indeed.com/m/viewjob?jk=36dc1e5ebfd50ad7,IndeedScraperUSAEng_36dc1e5ebfd50ad7,IndeedScraperUSAEng,Data,USA_ENGLISH,$55000 - $65000 yearly,UNKNOWN, NY 10606,NY,White Plains,,,,,,Mid-Level
